"Date","Price","Open","High","Low","Vol.","Change %"
"08-10-2024","221,583","221,927","222,403","221,188","","-0.14%"
"07-10-2024","221,887","222,775","223,425","221,568","","-0.47%"
"04-10-2024","222,933","223,121","224,308","221,197","","-0.04%"
"03-10-2024","223,030","223,169","223,686","221,724","","0.00%"
"02-10-2024","223,032","223,496","223,642","221,771","","-0.15%"
"01-10-2024","223,361","220,746","224,392","220,596","","1.23%"
"30-09-2024","220,641","222,553","223,207","219,911","","-0.83%"
"27-09-2024","222,498","223,498","223,739","221,284","","-0.40%"
"26-09-2024","223,395","222,167","224,597","222,032","","0.58%"
"25-09-2024","222,117","222,188","223,235","221,540","","0.01%"
"24-09-2024","222,098","219,590","222,776","219,203","","1.20%"
"23-09-2024","219,459","218,895","220,243","218,312","","0.26%"
"20-09-2024","218,894","216,322","219,268","216,154","","1.21%"
"19-09-2024","216,270","214,110","217,123","213,658","","1.04%"
"18-09-2024","214,035","215,262","217,534","213,080","","-0.52%"
"17-09-2024","215,164","216,579","216,941","214,534","","-0.57%"
"16-09-2024","216,408","216,261","217,290","216,007","","0.09%"
"13-09-2024","216,215","214,767","216,955","214,540","","0.70%"
"12-09-2024","214,710","210,906","214,878","210,837","","1.82%"
"11-09-2024","210,878","211,343","212,360","210,021","","-0.14%"
"10-09-2024","211,172","210,412","211,501","209,930","","0.44%"
"09-09-2024","210,238","209,725","210,508","208,616","","0.25%"
"06-09-2024","209,713","211,379","212,284","208,607","","-0.75%"
"05-09-2024","211,290","209,540","211,954","209,414","","0.86%"
"04-09-2024","209,483","209,401","209,950","207,527","","0.14%"
"03-09-2024","209,186","209,810","210,457","207,715","","-0.22%"
"02-09-2024","209,640","209,909","210,467","208,912","","-0.13%"
"30-08-2024","209,922","211,513","211,949","209,159","","-0.74%"
"29-08-2024","211,478","210,004","212,088","209,990","","0.65%"
"28-08-2024","210,114","211,972","212,249","209,391","","-0.76%"
"27-08-2024","211,734","211,218","212,005","210,098","","0.30%"
"26-08-2024","211,099","210,493","212,083","210,315","","0.27%"
"23-08-2024","210,540","208,559","211,106","208,237","","1.01%"
"22-08-2024","208,443","210,725","211,006","207,454","","-1.02%"
"21-08-2024","210,593","210,689","211,461","209,295","","0.07%"
"20-08-2024","210,444","209,895","212,106","209,287","","0.22%"
"19-08-2024","209,977","210,430","210,601","208,564","","-0.17%"
"16-08-2024","210,337","206,278","210,555","205,709","","1.99%"
"15-08-2024","206,225","205,533","207,366","204,261","","0.36%"
"14-08-2024","205,484","206,871","208,134","204,649","","-0.65%"
"13-08-2024","206,821","207,582","207,926","206,402","","-0.23%"
"12-08-2024","207,289","204,100","207,624","203,442","","1.58%"
"09-08-2024","204,064","203,888","204,598","202,779","","0.10%"
"08-08-2024","203,865","199,949","203,935","199,840","","1.99%"
"07-08-2024","199,888","200,766","202,072","199,633","","-0.37%"
"06-08-2024","200,626","202,382","203,055","199,912","","-0.95%"
"05-08-2024","202,554","204,744","206,029","198,953","","-1.07%"
"02-08-2024","204,737","204,765","207,488","201,993","","0.04%"
"01-08-2024","204,653","204,870","206,139","203,481","","-0.06%"
"31-07-2024","204,775","201,848","205,218","201,280","","1.56%"
"30-07-2024","201,621","199,677","202,040","199,012","","0.99%"
"29-07-2024","199,649","199,881","201,223","198,476","","-0.07%"
"26-07-2024","199,783","197,953","200,165","197,289","","0.94%"
"25-07-2024","197,926","200,745","201,094","197,044","","-1.34%"
"24-07-2024","200,624","201,649","203,581","200,635","","-0.45%"
"23-07-2024","201,523","200,507","201,951","199,726","","0.53%"
"22-07-2024","200,461","200,984","201,965","199,438","","-0.27%"
"19-07-2024","201,004","204,408","204,486","200,385","","-1.65%"
"18-07-2024","204,371","205,529","206,975","203,993","","-0.50%"
"17-07-2024","205,408","206,242","207,499","204,929","","-0.38%"
"16-07-2024","206,198","202,417","206,324","202,256","","1.89%"
"15-07-2024","202,371","201,403","203,863","200,635","","0.50%"
"12-07-2024","201,363","201,715","202,055","199,739","","-0.15%"
"11-07-2024","201,667","198,042","202,435","197,963","","1.85%"
"10-07-2024","198,003","197,385","199,317","197,252","","0.36%"
"09-07-2024","197,299","197,126","197,980","196,174","","0.18%"
"08-07-2024","196,951","199,737","199,743","196,230","","-1.37%"
"05-07-2024","199,688","196,763","199,843","196,553","","1.53%"
"04-07-2024","196,677","196,815","197,301","196,305","","-0.04%"
"03-07-2024","196,755","194,548","197,428","194,296","","1.16%"
"02-07-2024","194,497","194,632","194,981","193,563","","-0.02%"
"01-07-2024","194,534","193,934","195,160","193,423","","0.31%"
"28-06-2024","193,935","194,264","195,014","193,504","","-0.14%"
"27-06-2024","194,213","192,046","194,545","191,765","","1.21%"
"26-06-2024","191,892","193,539","193,855","191,655","","-0.79%"
"25-06-2024","193,423","194,874","195,034","193,188","","-0.64%"
"24-06-2024","194,679","194,000","194,909","193,646","","0.35%"
"21-06-2024","193,994","197,375","197,980","193,530","","-1.70%"
"20-06-2024","197,342","194,073","197,828","194,068","","1.64%"
"19-06-2024","194,154","194,145","194,804","193,842","","0.04%"
"18-06-2024","194,075","193,668","194,500","192,427","","0.28%"
"17-06-2024","193,529","194,860","194,967","192,968","","-0.69%"
"14-06-2024","194,875","192,462","195,241","192,231","","1.27%"
"13-06-2024","192,431","193,922","194,345","191,787","","-0.70%"
"12-06-2024","193,796","193,786","195,457","193,069","","0.06%"
"11-06-2024","193,684","193,006","193,935","191,854","","0.42%"
"10-06-2024","192,877","191,776","193,266","190,961","","0.72%"
"07-06-2024","191,494","198,345","199,284","190,922","","-3.43%"
"06-06-2024","198,303","196,324","198,551","196,249","","1.06%"
"05-06-2024","196,231","194,418","196,613","194,134","","1.01%"
"04-06-2024","194,264","195,380","196,341","193,485","","-0.49%"
"03-06-2024","195,213","194,097","195,711","192,275","","0.56%"
"31-05-2024","194,119","195,204","196,733","193,671","","-0.59%"
"30-05-2024","195,277","194,872","195,890","193,753","","0.24%"
"29-05-2024","194,807","196,222","196,658","194,652","","-0.80%"
"28-05-2024","196,374","195,455","196,647","194,576","","0.52%"
"27-05-2024","195,351","193,915","196,066","193,737","","0.78%"
"24-05-2024","193,832","193,889","195,081","193,639","","-0.01%"
"23-05-2024","193,853","197,994","198,502","193,722","","-2.05%"
"22-05-2024","197,916","201,668","202,125","197,681","","-1.80%"
"21-05-2024","201,543","202,118","202,772","200,491","","-0.25%"
"20-05-2024","202,041","201,189","204,021","200,564","","0.46%"
"17-05-2024","201,112","198,357","201,843","198,218","","1.43%"
"16-05-2024","198,279","199,044","199,997","197,910","","-0.36%"
"15-05-2024","198,997","196,872","199,404","196,336","","1.13%"
"14-05-2024","196,772","195,005","197,035","194,942","","0.93%"
"13-05-2024","194,960","197,394","197,579","194,771","","-1.12%"
"10-05-2024","197,169","195,815","198,633","195,723","","0.71%"
"09-05-2024","195,775","192,690","195,903","192,594","","1.64%"
"08-05-2024","192,614","193,152","193,840","192,391","","-0.27%"
"07-05-2024","193,132","194,039","194,485","192,867","","-0.43%"
"06-05-2024","193,976","191,985","194,739","191,092","","1.04%"
"03-05-2024","191,976","192,279","193,523","189,972","","-0.08%"
"02-05-2024","192,126","193,588","194,157","190,749","","-0.73%"
"01-05-2024","193,545","190,804","194,345","190,430","","1.47%"
"30-04-2024","190,744","194,868","195,000","190,712","","-2.08%"
"29-04-2024","194,788","195,076","195,892","193,432","","-0.07%"
"26-04-2024","194,934","194,303","196,065","193,788","","0.35%"
"25-04-2024","194,245","192,981","195,272","192,115","","0.68%"
"24-04-2024","192,933","193,427","194,780","192,605","","-0.21%"
"23-04-2024","193,333","194,018","194,671","190,971","","-0.32%"
"22-04-2024","193,945","199,141","199,184","193,860","","-2.71%"
"19-04-2024","199,341","198,748","202,183","197,975","","0.32%"
"18-04-2024","198,703","197,292","199,915","197,292","","0.69%"
"17-04-2024","197,346","199,360","200,433","197,009","","-0.96%"
"16-04-2024","199,256","199,013","200,656","197,362","","0.20%"
"15-04-2024","198,858","195,865","199,392","194,100","","1.59%"
"12-04-2024","195,750","197,654","203,243","195,032","","-0.96%"
"11-04-2024","197,643","194,593","198,150","193,933","","1.58%"
"10-04-2024","194,560","195,747","196,428","193,405","","-0.58%"
"09-04-2024","195,692","194,803","196,860","194,537","","0.49%"
"08-04-2024","194,747","193,470","196,047","191,875","","0.37%"
"05-04-2024","194,024","190,950","194,165","189,252","","1.66%"
"04-04-2024","190,854","192,037","192,342","190,084","","-0.58%"
"03-04-2024","191,971","190,050","192,176","189,170","","1.05%"
"02-04-2024","189,973","187,757","190,134","187,303","","1.22%"
"01-04-2024","187,693","186,733","188,889","185,833","","0.87%"
"29-03-2024","186,069","186,219","186,268","186,078","","-0.06%"
"28-03-2024","186,174","182,870","186,428","182,345","","1.86%"
"27-03-2024","182,768","181,566","183,176","181,191","","0.71%"
"26-03-2024","181,483","181,177","183,284","180,721","","0.20%"
"25-03-2024","181,117","181,032","182,078","180,607","","0.09%"
"22-03-2024","180,954","181,485","182,050","180,204","","-0.24%"
"21-03-2024","181,391","181,895","184,946","180,266","","-0.22%"
"20-03-2024","181,799","179,150","182,117","178,866","","1.53%"
"19-03-2024","179,056","179,132","179,469","178,178","","0.00%"
"18-03-2024","179,059","178,706","179,376","177,799","","0.22%"
"15-03-2024","178,658","179,374","180,141","178,639","","-0.33%"
"14-03-2024","179,249","180,117","180,349","178,526","","-0.41%"
"13-03-2024","179,988","178,683","180,581","178,555","","0.74%"
"12-03-2024","178,662","180,583","180,775","178,061","","-1.03%"
"11-03-2024","180,530","180,192","181,145","179,911","","0.21%"
"08-03-2024","180,145","178,676","181,664","178,225","","0.90%"
"07-03-2024","178,538","177,895","179,048","177,610","","0.41%"
"06-03-2024","177,805","176,411","178,230","175,976","","0.83%"
"05-03-2024","176,341","175,309","177,568","174,992","","0.62%"
"04-03-2024","175,248","172,510","175,754","172,290","","1.54%"
"01-03-2024","172,590","169,480","173,050","168,965","","1.87%"
"29-02-2024","169,428","168,707","169,996","168,092","","0.48%"
"28-02-2024","168,625","168,324","168,961","167,869","","0.23%"
"27-02-2024","168,244","168,305","169,109","168,195","","0.00%"
"26-02-2024","168,243","168,632","168,882","167,828","","-0.26%"
"23-02-2024","168,678","167,711","169,207","167,147","","0.60%"
"22-02-2024","167,663","168,033","168,690","167,393","","-0.20%"
"21-02-2024","167,997","167,801","168,493","167,510","","0.14%"
"20-02-2024","167,771","167,445","168,457","167,292","","0.22%"
"19-02-2024","167,408","167,128","167,927","166,997","","0.18%"
"16-02-2024","167,114","166,307","167,317","165,658","","0.51%"
"15-02-2024","166,270","165,389","166,757","165,188","","0.53%"
"14-02-2024","165,395","165,645","165,795","164,782","","-0.12%"
"13-02-2024","165,596","167,684","168,483","165,345","","-1.18%"
"12-02-2024","167,576","168,046","168,363","166,942","","-0.26%"
"09-02-2024","168,005","168,817","169,151","167,702","","-0.46%"
"08-02-2024","168,775","168,879","169,189","167,634","","-0.04%"
"07-02-2024","168,845","169,133","169,677","168,516","","-0.15%"
"06-02-2024","169,092","168,174","169,360","167,958","","0.58%"
"05-02-2024","168,116","169,320","169,521","167,302","","-0.64%"
"02-02-2024","169,201","170,529","170,657","168,266","","-0.71%"
"01-02-2024","170,405","169,538","171,362","168,423","","0.57%"
"31-01-2024","169,443","169,321","170,724","168,741","","0.10%"
"30-01-2024","169,280","168,996","170,268","168,659","","0.19%"
"29-01-2024","168,957","167,852","169,432","167,685","","0.72%"
"26-01-2024","167,754","168,080","168,456","167,536","","-0.10%"
"25-01-2024","167,919","167,448","168,314","167,084","","0.31%"
"24-01-2024","167,396","168,691","169,224","167,195","","-0.77%"
"23-01-2024","168,701","168,013","169,337","167,833","","0.44%"
"22-01-2024","167,961","168,682","168,881","167,599","","-0.38%"
"19-01-2024","168,609","168,298","169,434","167,948","","0.23%"
"18-01-2024","168,222","166,913","168,304","166,795","","0.82%"
"17-01-2024","166,850","168,538","168,861","166,489","","-0.97%"
"16-01-2024","168,486","170,202","170,281","168,179","","-0.99%"
"15-01-2024","170,167","169,709","170,678","169,519","","0.25%"
"12-01-2024","169,751","168,607","170,786","168,494","","0.70%"
"11-01-2024","168,566","168,070","169,319","167,218","","0.32%"
"10-01-2024","168,029","168,737","169,431","167,777","","-0.39%"
"09-01-2024","168,694","168,425","169,740","168,379","","0.21%"
"08-01-2024","168,334","169,929","170,130","167,686","","-0.97%"
"05-01-2024","169,987","170,089","171,534","169,354","","-0.04%"
"04-01-2024","170,048","170,030","170,755","169,554","","0.04%"
"03-01-2024","169,978","171,459","172,148","169,155","","-0.83%"
"02-01-2024","171,402","171,721","173,233","171,258","","-0.16%"
"01-01-2024","171,685","171,703","171,708","171,517","","0.06%"
"29-12-2023","171,587","171,812","172,583","171,214","","-0.10%"
"28-12-2023","171,760","173,012","173,904","171,669","","-0.70%"
"27-12-2023","172,972","171,982","173,594","171,651","","0.64%"
"26-12-2023","171,871","170,770","172,064","170,770","","0.67%"
"25-12-2023","170,734","170,791","170,792","170,647","","0.00%"
"22-12-2023","170,738","170,261","172,099","170,240","","0.30%"
"21-12-2023","170,219","169,035","170,328","168,930","","0.85%"
"20-12-2023","168,788","169,572","169,969","168,621","","-0.44%"
"19-12-2023","169,530","168,512","170,079","168,125","","0.67%"
"18-12-2023","168,397","167,718","169,084","167,378","","0.51%"
"15-12-2023","167,550","169,535","169,885","167,352","","-1.22%"
"14-12-2023","169,612","169,020","170,680","168,738","","0.37%"
"13-12-2023","168,980","165,090","169,023","164,534","","2.37%"
"12-12-2023","165,062","165,201","166,467","164,884","","-0.06%"
"11-12-2023","165,160","167,160","167,588","164,773","","-1.18%"
"08-12-2023","167,133","169,125","169,578","166,464","","-1.13%"
"07-12-2023","169,041","168,797","170,027","168,384","","0.17%"
"06-12-2023","168,755","168,263","169,640","168,081","","0.32%"
"05-12-2023","168,222","169,322","170,228","167,543","","-0.61%"
"04-12-2023","169,254","172,463","175,847","168,554","","-1.84%"
"01-12-2023","172,423","169,812","172,804","169,485","","1.58%"
"30-11-2023","169,740","170,403","170,663","169,461","","-0.36%"
"29-11-2023","170,354","170,099","171,032","169,507","","0.18%"
"28-11-2023","170,046","167,865","170,305","167,621","","1.27%"
"27-11-2023","167,907","166,921","168,227","166,746","","0.64%"
"24-11-2023","166,844","166,172","167,025","165,955","","0.55%"
"23-11-2023","165,926","165,755","166,631","165,714","","0.12%"
"22-11-2023","165,731","166,544","167,191","165,537","","-0.42%"
"21-11-2023","166,432","164,800","167,169","164,784","","1.01%"
"20-11-2023","164,761","164,865","165,293","163,799","","-0.04%"
"17-11-2023","164,824","164,811","166,045","164,689","","0.06%"
"16-11-2023","164,719","163,016","165,473","162,825","","1.07%"
"15-11-2023","162,977","163,051","164,182","162,611","","0.07%"
"14-11-2023","162,861","161,972","163,636","161,616","","0.62%"
"13-11-2023","161,853","161,383","162,251","160,837","","0.31%"
"10-11-2023","161,352","163,241","163,445","161,007","","-1.10%"
"09-11-2023","163,147","162,289","163,713","161,915","","0.56%"
"08-11-2023","162,246","163,911","164,059","162,079","","-0.99%"
"07-11-2023","163,862","164,599","164,674","162,890","","-0.42%"
"06-11-2023","164,554","165,659","165,742","164,556","","-0.65%"
"03-11-2023","165,639","165,402","166,737","165,052","","0.23%"
"02-11-2023","165,252","165,112","165,771","164,692","","0.17%"
"01-11-2023","164,975","165,232","165,858","164,023","","-0.09%"
"31-10-2023","165,121","166,178","167,150","164,809","","-0.61%"
"30-10-2023","166,136","166,944","167,158","165,695","","-0.54%"
"27-10-2023","167,029","165,230","167,334","164,472","","1.13%"
"26-10-2023","165,171","164,612","165,928","164,119","","0.37%"
"25-10-2023","164,566","163,621","165,234","163,204","","0.60%"
"24-10-2023","163,585","163,836","164,525","162,299","","-0.17%"
"23-10-2023","163,857","164,775","164,967","163,356","","-0.50%"
"20-10-2023","164,686","164,087","166,104","163,919","","0.41%"
"19-10-2023","164,016","162,258","164,368","161,945","","1.21%"
"18-10-2023","162,062","160,089","163,391","160,060","","1.27%"
"17-10-2023","160,034","159,706","160,829","159,047","","0.23%"
"16-10-2023","159,674","161,024","161,156","158,818","","-0.75%"
"13-10-2023","160,881","155,536","161,049","155,505","","3.37%"
"12-10-2023","155,637","155,840","156,906","155,531","","-0.13%"
"11-10-2023","155,845","154,762","156,071","154,666","","0.75%"
"10-10-2023","154,682","155,016","155,328","154,189","","-0.15%"
"09-10-2023","154,918","152,346","155,247","152,337","","1.72%"
"06-10-2023","152,297","151,468","152,565","150,700","","0.58%"
"05-10-2023","151,418","151,640","152,239","150,968","","-0.12%"
"04-10-2023","151,607","151,716","152,472","151,190","","-0.04%"
"03-10-2023","151,668","152,056","152,497","151,078","","-0.23%"
"02-10-2023","152,012","153,459","153,553","151,984","","-0.95%"
"29-09-2023","153,465","155,089","156,112","153,311","","-1.01%"
"28-09-2023","155,025","156,019","156,362","154,474","","-0.58%"
"27-09-2023","155,937","158,242","158,502","155,806","","-1.40%"
"26-09-2023","158,153","159,278","159,452","158,116","","-0.63%"
"25-09-2023","159,161","159,747","160,160","159,204","","-0.35%"
"22-09-2023","159,716","159,607","160,061","159,158","","0.17%"
"21-09-2023","159,447","160,072","160,535","159,069","","-0.35%"
"20-09-2023","160,012","160,887","161,529","159,975","","-0.52%"
"19-09-2023","160,845","161,097","161,270","160,718","","-0.10%"
"18-09-2023","161,001","159,874","161,148","159,743","","0.73%"
"15-09-2023","159,836","158,675","160,487","158,566","","0.79%"
"14-09-2023","158,581","158,280","158,803","157,846","","0.34%"
"13-09-2023","158,045","158,562","158,937","158,091","","-0.29%"
"12-09-2023","158,512","159,249","159,786","158,118","","-0.50%"
"11-09-2023","159,304","159,351","160,120","159,163","","0.03%"
"08-09-2023","159,263","159,736","160,271","159,201","","-0.18%"
"07-09-2023","159,557","159,513","160,072","159,394","","0.08%"
"06-09-2023","159,421","159,949","160,388","159,345","","-0.30%"
"05-09-2023","159,897","160,418","160,818","159,873","","-0.26%"
"04-09-2023","160,317","160,474","161,064","160,176","","-0.02%"
"01-09-2023","160,349","160,430","161,396","159,925","","-0.04%"
"31-08-2023","160,412","160,470","161,157","160,378","","0.00%"
"30-08-2023","160,418","160,039","160,971","159,879","","0.29%"
"29-08-2023","159,962","158,663","160,106","158,461","","0.91%"
"28-08-2023","158,518","158,393","159,156","158,053","","0.19%"
"25-08-2023","158,217","158,310","158,822","157,329","","-0.02%"
"24-08-2023","158,251","158,033","158,821","157,867","","0.23%"
"23-08-2023","157,884","157,568","158,520","157,225","","0.23%"
"22-08-2023","157,524","157,479","158,065","156,780","","0.10%"
"21-08-2023","157,366","157,137","157,891","156,683","","0.21%"
"18-08-2023","157,034","157,019","157,844","156,871","","0.08%"
"17-08-2023","156,901","157,439","158,113","156,658","","-0.30%"
"16-08-2023","157,374","158,321","158,988","157,428","","-0.54%"
"15-08-2023","158,228","158,639","159,174","158,082","","-0.22%"
"14-08-2023","158,584","158,638","159,263","158,347","","0.02%"
"11-08-2023","158,557","158,037","159,128","157,927","","0.37%"
"10-08-2023","157,969","158,651","159,567","158,024","","-0.37%"
"09-08-2023","158,553","159,443","160,045","158,620","","-0.59%"
"08-08-2023","159,491","160,307","160,435","159,374","","-0.42%"
"07-08-2023","160,158","160,644","160,993","159,823","","-0.26%"
"04-08-2023","160,582","160,054","161,030","159,888","","0.40%"
"03-08-2023","159,941","160,033","160,525","159,682","","-0.04%"
"02-08-2023","159,999","160,118","161,461","159,957","","-0.03%"
"01-08-2023","160,046","161,617","161,702","159,842","","-0.94%"
"31-07-2023","161,568","161,174","162,263","160,516","","0.29%"
"28-07-2023","161,095","159,874","161,502","159,651","","0.84%"
"27-07-2023","159,748","161,640","162,446","159,353","","-1.14%"
"26-07-2023","161,583","160,863","162,232","160,599","","0.49%"
"25-07-2023","160,798","159,885","160,998","159,803","","0.64%"
"24-07-2023","159,772","160,872","161,035","159,780","","-0.62%"
"21-07-2023","160,769","161,672","162,023","160,540","","-0.54%"
"20-07-2023","161,648","162,194","163,051","161,292","","-0.31%"
"19-07-2023","162,143","162,380","162,668","161,625","","-0.11%"
"18-07-2023","162,321","160,404","162,797","160,348","","1.16%"
"17-07-2023","160,453","160,452","160,851","159,690","","0.03%"
"14-07-2023","160,400","160,852","161,290","160,308","","-0.26%"
"13-07-2023","160,810","160,503","161,214","160,325","","0.25%"
"12-07-2023","160,405","159,191","160,773","159,051","","0.79%"
"11-07-2023","159,155","158,954","159,739","158,670","","0.19%"
"10-07-2023","158,847","159,050","159,307","158,019","","-0.13%"
"07-07-2023","159,051","158,170","159,822","157,860","","0.59%"
"06-07-2023","158,117","157,814","158,936","157,145","","0.22%"
"05-07-2023","157,774","157,873","159,132","157,697","","0.01%"
"04-07-2023","157,753","157,472","158,391","157,327","","0.20%"
"03-07-2023","157,433","157,575","158,209","156,439","","-0.09%"
"30-06-2023","157,581","156,705","157,783","155,930","","0.61%"
"29-06-2023","156,621","156,457","157,041","155,404","","0.14%"
"28-06-2023","156,406","156,941","157,245","156,150","","-0.27%"
"27-06-2023","156,834","157,667","158,305","156,731","","-0.43%"
"26-06-2023","157,505","157,763","158,645","157,560","","0.05%"
"23-06-2023","157,434","156,900","158,842","156,590","","0.48%"
"22-06-2023","156,688","158,354","158,554","156,727","","-1.03%"
"21-06-2023","158,321","158,830","159,128","157,428","","-0.27%"
"20-06-2023","158,751","159,768","160,675","158,301","","-0.62%"
"19-06-2023","159,734","160,389","160,512","159,602","","-0.35%"
"16-06-2023","160,297","160,367","161,193","159,999","","-0.01%"
"15-06-2023","160,310","159,221","160,671","158,265","","0.73%"
"14-06-2023","159,156","159,852","160,760","158,980","","-0.39%"
"13-06-2023","159,786","161,359","162,126","159,545","","-0.92%"
"12-06-2023","161,263","161,613","162,206","160,699","","-0.23%"
"09-06-2023","161,631","162,401","162,685","161,361","","-0.42%"
"08-06-2023","162,317","160,068","162,550","160,060","","1.44%"
"07-06-2023","160,008","162,019","162,561","160,052","","-1.21%"
"06-06-2023","161,966","161,944","162,448","161,351","","0.07%"
"05-06-2023","161,858","160,501","162,090","160,082","","0.86%"
"02-06-2023","160,478","162,716","163,282","160,459","","-1.34%"
"01-06-2023","162,665","162,256","163,278","161,099","","0.30%"
"31-05-2023","162,177","162,050","163,334","161,613","","0.14%"
"30-05-2023","161,943","160,617","162,378","159,871","","0.93%"
"29-05-2023","160,451","160,534","161,076","160,220","","-0.16%"
"26-05-2023","160,703","160,533","161,745","160,146","","0.07%"
